Территория;Год;Субъект РФ;Тип;Уровень;Часть Арктики;ОКТМО;Площадь территории, кв. км;Стоимость фиксированного набора потребительских товаров и услуг, рублей;Численность населения (по переписям), человек;Численность населения на начало года (всего), человек;Среднегодовая численность населения, человек;Общий прирост населения, человек;Коэффициент общего прироста населения;Плотность населения (по данным переписей), человек на 1 кв. км;Плотность населения (по данным текущего учета), человек на 1 кв. км;Число родившихся (без мертворожденных), человек;Число умерших, человек;Естественный прирост (убыль), человек;Общий коэффициент рождаемости, промилле;Общий коэффициент смертности, промилле;Общий коэффициент естественного прироста (убыли);Специальный коэффициент рождаемости;Стандартизованный коэффициент рождаемости;Стандартизованный коэффициент смертности;Число прибывших, человек;Число выбывших, человек;Миграционный прирост (всего), человек;Миграционный прирост (внутрирегиональный), человек;Миграционный прирост (межрегиональный), человек;Миграционный прирост (международный), человек;Коэффициент миграционного прироста (общий);Коэффициент миграционного прироста (внутрирегиональный);Коэффициент миграционного прироста (межрегиональный);Коэффициент миграционного прироста (международный);Численность населения на начало года (моложе трудоспособного возраста), человек;Численность населения на начало года (трудоспособного возраста), человек;Численность населения на начало года (старше трудоспособного возраста), человек;Численность населения на начало года (мужчины), человек;Численность населения на начало года (женщины), человек;Удельный вес населения моложе трудоспособного возраста, %;Удельный вес населения трудоспособного возраста, %;Удельный вес населения старше трудоспособного возраста, %;Удельный вес мужчин, %;Удельный вес женщин, %;Общая демографическая нагрузка;Демографическая нагрузка лицами моложе трудоспособного возраста;Демографическая нагрузка лицами старше трудоспособного возраста;Среднесписочная численность работников организаций, человек;Численность работников организаций муниципальной формы собственности, человек;Удельный вес работников организаций муниципальной формы собственности, %;Среднемесячная заработная плата работников организаций, рублей;Отношение среднемесячной заработной платы к стоимости фиксированного набора, раз;Среднемесячная заработная плата в организацях мунипиальной формы собственности, рублей;Отношение зарплаты в муницип. организациях к стоимости фиксированного набора, раз;Отношение зарплаты в муницип. организациях к зарплате во всех организациях, %;Отгружено товаров собственного производства, выполнено работ и услуг, млн рублей;Отгружено товаров, выполнено работ и услуг на 1 человека, тыс. Рублей;Отгружено товаров, выполнено работ и услуг на 1 кв. км площади, тыс. Рублей;Приведенный контингент студентов (среднее проф. образование);Приведенный контингент студентов (среднее проф. образование) на 1000 человек;Приведенный контингент студентов (высшее образование);Приведенный контингент студентов (высшее образование) на 1000 человек;Комплексный балл публикационной результативности организаций (без филиалов)
МР Онежский;2002;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;;40360;;;;;1.70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Онежский;2010;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;9838.71;35376;35376;35315;-123;-3.5;1.49;1.49;496;607;-111;14.0;17.1;-3.1;;;;350;701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Онежский;2011;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;10505.85;;35253;34828;-850;-24.4;;1.47;491;579;-88;14.0;16.6;-2.5;;;;;;;;;;;;;;6538;21111;7604;16583;18670;18.9;59.1;22.1;47.0;53.0;692;319;373;;;;;;;;;;;;;;;;
МР Онежский;2012;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;11061.89;;34403;34013;-780;-22.9;;1.43;503;511;-8;14.0;15.0;-0.2;63.7;17.2;15.0;730;1502;-772;-487;-289;4;-227.0;-143.2;-85.0;1.2;6594;20051;7758;16153;18250;19.5;57.5;23.0;47.0;53.0;739;339;401;;;;;;;;;2013;57;85;;;;;
МР Онежский;2013;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;12128.26;;33623;33296;-655;-19.7;;1.40;456;490;-34;14.0;14.7;-1.0;62.5;17.1;14.6;1001;1622;-621;-296;-322;-3;-186.5;-88.9;-96.7;-0.9;6649;19062;7912;15793;17830;20.0;56.3;23.8;46.9;53.1;777;355;423;6598;1819;27.6;26970;2.2;18857.0;1.6;69.9;2315;67;98;;;0.0;0.0;
МР Онежский;2014;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;13213.71;;32968;32620;-696;-21.3;;1.37;452;510;-58;14.0;15.6;-1.8;64.4;17.6;15.6;922;1560;-638;-432;-206;0;-195.6;-132.4;-63.2;0.0;6638;18401;7929;15465;17503;20.2;55.3;24.5;46.9;53.1;809;366;443;6764;1755;25.9;29629;2.2;22191.3;1.7;74.9;2730;80;115;;;0.0;0.0;
МР Онежский;2015;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;14639.54;;32272;31864;-816;-25.6;;1.34;398;514;-116;14.0;16.1;-3.6;59.5;16.3;16.1;884;1584;-700;-485;-214;-1;-219.7;-152.2;-67.2;-0.3;6564;17667;8041;15138;17134;20.5;54.2;25.3;47.0;53.0;846;379;467;6760;1697;25.1;31498;2.2;23555.0;1.6;74.8;4344;131;183;;;0.0;0.0;
МР Онежский;2016;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;15670.66;;31456;31109;-694;-22.3;;1.31;379;494;-115;14.0;15.9;-3.7;59.4;16.2;15.7;984;1563;-579;-344;-236;1;-186.1;-110.6;-75.9;0.3;6523;16859;8074;14805;16651;20.9;53.1;26.0;47.1;52.9;884;394;490;6745;1623;24.1;32924;2.1;24755.5;1.6;75.2;5442;167;229;;;0.0;0.0;
МР Онежский;2017;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;16183.51;;30762;30410;-705;-23.2;;1.28;321;471;-150;14.0;15.5;-4.9;52.3;14.3;15.2;954;1509;-555;-310;-247;2;-182.5;-101.9;-81.2;0.7;6488;16171;8103;14501;16261;21.0;52.2;26.7;47.2;52.8;914;402;512;6525;1572;24.1;34786;2.1;26934.8;1.7;77.4;5246;165;221;;;0.0;0.0;
МР Онежский;2018;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;16788.63;;30057;29824;-467;-15.7;;1.26;310;465;-155;14.0;15.6;-5.2;52.2;14.3;15.2;1006;1318;-312;-171;-141;0;-104.6;-57.3;-47.3;0.0;6287;15606;8164;14211;15846;20.9;51.6;27.5;47.3;52.7;939;405;533;6262;1463;23.4;39470;2.4;30383.6;1.8;77.0;6770;218;285;;;0.0;0.0;
МР Онежский;2019;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;17442.2;;29590;29311;-559;-19.1;;1.23;265;473;-208;14.0;16.1;-7.1;46.0;12.5;15.6;925;1276;-351;-249;-107;5;-119.8;-85.0;-36.5;1.7;6183;15162;8245;14027;15563;20.8;51.0;28.2;47.5;52.5;962;409;553;6189;1375;22.2;43051;2.5;34257.0;2.0;79.6;6623;218;279;;;0.0;0.0;
МР Онежский;2020;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;18420.65;;29031;28717;-629;-21.9;;1.21;237;460;-223;14.0;16.0;-7.8;42.2;11.3;15.3;576;982;-406;-314;-88;-4;-141.4;-109.3;-30.6;-1.4;6033;14710;8288;13793;15238;20.7;51.2;28.1;47.5;52.5;954;404;549;6073;1356;22.3;45547;2.5;36279.8;2.0;79.7;6153;206;259;248.6;8.7;0.0;0.0;
МР Онежский;2021;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;20111.33;24922;28402;28054;-697;-24.8;1.05;1.18;220;542;-322;14.0;19.3;-11.5;40.2;10.6;18.5;641;1016;-375;-292;-82;-1;-133.7;-104.1;-29.2;-0.4;5848;14690;7864;13496;14906;20.5;52.5;27.0;47.6;52.4;905;391;514;5811;1323;22.8;50377;2.5;39163.9;1.9;77.7;8316;284;350;259.0;9.2;0.0;0.0;
МР Онежский;2022;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11646000;23756;;;27705;;;;;;;;;;;;;;;;;;;;;;;;;5663;14758;7284;13217;14488;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;1939;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;1959;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;25952;;;;;3.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;1970;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;55420;;;;;6.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;1979;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;51899;;;;;5.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;1989;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;59495;;;;;6.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;2002;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;46404;;;;;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;2010;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;11062.9;38920;38920;38887;-66;-1.7;4.49;4.49;462;436;26;11.8;11.2;0.6;;;;843;1421;-430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Печенгский;2011;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;11490.32;;38854;38828;-52;-1.3;;4.48;434;417;17;11.2;10.7;0.4;48.3;12.8;15.7;1860;1929;-69;;;;;;;;6430;26892;5532;20868;17986;17.0;68.8;14.3;53.9;46.1;455;247;208;;;;;;;;;;;;;;;;
МР Печенгский;2012;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;12175.18;;38802;38627;-350;-9.1;;4.46;425;327;98;11.0;8.5;2.5;48.7;12.8;12.3;1963;2411;-448;-212;-293;57;-116.0;-54.9;-75.9;14.8;6733;26498;5571;20953;17849;17.7;67.9;14.5;54.1;45.9;473;260;213;;;;;;;;;;;;;;;;
МР Печенгский;2013;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;13128.21;;38452;38178;-549;-14.4;;4.41;407;343;64;10.7;9.0;1.7;48.2;12.6;13.0;2063;2676;-613;-209;-451;47;-160.6;-54.7;-118.1;12.3;6915;25932;5605;20826;17626;18.1;67.1;14.8;54.2;45.8;491;270;220;12097;2443;20.2;44161;3.4;30962.5;2.4;70.1;;;;;;0.0;0.0;
МР Печенгский;2014;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;14688.34;;37903;37692;-423;-11.2;;4.35;413;346;67;11.0;9.2;1.8;50.5;13.2;13.2;2146;2636;-490;-232;-270;12;-130.0;-61.6;-71.6;3.2;6937;25280;5686;20587;17316;18.5;66.3;15.2;54.3;45.7;509;280;229;11967;2513;21.0;45877;3.1;31471.9;2.1;68.6;6436;167;743;;;0.0;0.0;
МР Печенгский;2015;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;16236.07;;37480;37320;-321;-8.6;;4.31;379;339;40;10.2;9.1;1.1;47.4;12.4;13.2;2047;2408;-361;-246;-188;73;-96.7;-65.9;-50.4;19.6;7034;24673;5773;20361;17119;19.0;65.4;15.6;54.4;45.6;529;290;239;11838;2383;20.1;49274;3.0;32856.5;2.0;66.7;5071;133;585;;;0.0;0.0;
МР Печенгский;2016;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;17098.93;;37159;37182;45;1.2;;4.29;364;341;23;9.8;9.2;0.6;46.0;11.9;13.3;2468;2446;22;-96;-36;154;5.9;-25.8;-9.7;41.4;7137;24138;5884;20218;16941;19.4;64.6;16.0;54.4;45.6;548;301;248;11731;2238;19.1;53278;3.1;34094.9;2.0;64.0;6456;171;745;;;0.0;0.0;
МР Печенгский;2017;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;17702.07;;37204;37175;-58;-1.6;;4.29;368;309;59;9.9;8.3;1.6;46.8;12.1;12.2;2533;2650;-117;-193;81;-5;-31.5;-51.9;21.8;-1.3;7301;23895;6008;20261;16943;19.8;64.0;16.2;54.5;45.5;563;310;253;11075;2229;20.1;58126;3.3;36119.6;2.0;62.1;6786;182;783;;;0.0;0.0;
МР Печенгский;2018;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;18383.68;;37146;37138;-17;-0.5;;4.29;372;341;31;10.0;9.2;0.8;47.6;12.2;13.5;2446;2494;-48;-228;255;-75;-12.9;-61.4;68.7;-20.2;7428;23676;6042;20277;16869;20.2;63.3;16.5;54.6;45.4;579;319;260;10454;2225;21.3;63789;3.5;40282.3;2.2;63.1;7072;190;816;;;0.0;0.0;
МР Печенгский;2019;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;19019.69;;37129;37019;-220;-5.9;;4.27;347;331;16;9.4;8.9;0.4;44.7;11.3;13.1;2230;2466;-236;-119;-174;57;-63.8;-32.1;-47.0;15.4;7572;23352;6205;20283;16846;20.4;63.3;16.3;54.6;45.4;579;322;258;10284;2134;20.8;67504;3.5;44172.9;2.3;65.4;8661;233;1000;;;0.0;0.0;
МР Печенгский;2020;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;19883.72;;36909;36500;-819;-22.4;;4.21;343;394;-51;9.4;10.8;-1.4;45.3;11.4;15.8;1292;2046;-754;-192;-512;-50;-206.6;-52.6;-140.3;-13.7;7501;23523;5885;20175;16734;20.3;63.5;16.2;54.7;45.3;574;319;255;10522;2177;20.7;73126;3.7;48403.1;2.4;66.2;15919;429;1838;281.5;7.7;0.0;0.0;
МР Печенгский;2021;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;20996.94;32053;36090;35717;-746;-20.9;3.70;4.12;320;409;-89;9.0;11.5;-2.5;43.9;11.0;16.7;1320;1977;-657;-261;-399;3;-183.9;-73.1;-111.7;0.8;7298;22864;5928;19788;16302;20.1;63.8;16.1;55.0;45.0;567;315;252;10213;2122;20.8;77061;3.7;51817.0;2.5;67.2;55165;1490;6368;265.8;7.4;0.0;0.0;
МР Печенгский;2022;Мурманская область;муниципальный район;муниципальное образование;Европейская Арктика;47615000;8662;;;35344;;;;;;;;;;;;;;;;;;;;;;;;;7044;22733;5567;19487;15857;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;1939;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;39188;;;;;1.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;1959;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;34235;;;;;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;1970;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;36310;;;;;1.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;1979;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;36520;;;;;1.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;1989;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;40486;;;;;1.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;2002;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;33516;;;;;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;2010;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;9838.71;26978;26978;26925;-106;-3.9;0.84;0.84;377;463;-86;13.9;17.1;-3.2;;;;183;487;-304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Пинежский;2011;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;10505.85;;26872;26446;-853;-32.3;;0.82;400;433;-33;13.9;16.4;-1.2;;;;;;;;;;;;;;4591;16584;5697;13417;13455;17.4;60.8;21.8;50.0;50.0;644;285;359;;;;;;;;;;;;;;;;
МР Пинежский;2012;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;11061.89;;26019;25614;-810;-31.6;;0.80;372;400;-28;13.9;15.6;-1.1;71.2;23.6;15.5;976;1758;-782;-629;-154;1;-305.3;-245.6;-60.1;0.4;4590;15581;5848;13022;12997;17.9;59.0;23.1;50.2;49.8;696;304;392;;;;;;;;;1270;47;40;;;;;
МР Пинежский;2013;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;12128.26;;25209;24885;-648;-26.0;;0.77;383;406;-23;13.9;16.3;-0.9;83.2;28.6;16.4;993;1618;-625;-440;-183;-2;-251.2;-176.8;-73.5;-0.8;4589;14622;5998;12670;12539;18.4;57.7;24.0;50.2;49.8;734;318;415;5333;1945;36.5;28574;2.4;25510.0;2.1;89.3;1286;49;40;;;0.0;0.0;
МР Пинежский;2014;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;13213.71;;24561;24180;-762;-31.5;;0.75;351;383;-32;13.9;15.8;-1.3;81.6;27.6;16.0;986;1716;-730;-564;-167;1;-301.9;-233.3;-69.1;0.4;4553;14084;5924;12314;12247;18.7;56.3;25.0;50.2;49.8;775;331;444;5091;1882;37.0;30763;2.3;28065.2;2.1;91.2;1320;52;41;;;0.0;0.0;
МР Пинежский;2015;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;14639.54;;23799;23399;-800;-34.2;;0.73;282;408;-126;13.9;17.4;-5.4;72.1;24.7;17.1;1182;1856;-674;-541;-135;2;-288.0;-231.2;-57.7;0.9;4473;13161;6165;11945;11854;18.8;54.3;26.8;50.3;49.7;841;347;494;5229;1829;35.0;31527;2.2;28857.0;2.0;91.5;1905;77;59;;;0.0;0.0;
МР Пинежский;2016;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;15670.66;;22999;22734;-531;-23.4;;0.71;293;425;-132;13.9;18.7;-5.8;81.3;28.3;18.0;1351;1750;-399;-264;-137;2;-175.5;-116.1;-60.3;0.9;4347;12254;6398;11572;11427;18.9;52.6;28.5;50.4;49.6;902;360;541;5187;1731;33.4;33500;2.1;29713.1;1.9;88.7;2272;94;71;;;0.0;0.0;
МР Пинежский;2017;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;16183.51;;22468;22232;-472;-21.2;;0.69;286;379;-93;13.9;17.0;-4.2;85.1;29.7;16.2;1263;1642;-379;-238;-141;0;-170.5;-107.1;-63.4;0.0;4269;11654;6545;11350;11118;19.0;51.2;29.8;50.6;49.4;953;371;583;4980;1638;32.9;35691;2.2;32100.2;2.0;89.9;2480;106;77;;;0.0;0.0;
МР Пинежский;2018;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;16788.63;;21996;21734;-525;-24.2;;0.68;266;405;-139;13.9;18.6;-6.4;84.8;29.1;17.4;1198;1584;-386;-301;-82;-3;-177.6;-138.5;-37.7;-1.4;4172;11108;6716;11144;10852;19.1;49.6;31.3;50.8;49.2;1014;385;630;4931;1572;31.9;42264;2.5;37006.5;2.2;87.6;3200;141;100;;;0.0;0.0;
МР Пинежский;2019;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;17442.2;;21471;21204;-534;-25.2;;0.66;244;399;-155;13.9;18.8;-7.3;83.1;27.8;17.4;1106;1485;-379;-348;-32;1;-178.7;-164.1;-15.1;0.5;4126;10472;6873;10955;10516;19.3;48.1;32.6;51.1;48.9;1081;401;679;4794;1514;31.6;46520;2.7;40807.8;2.3;87.7;3801;171;118;;;0.0;0.0;
МР Пинежский;2020;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;18420.65;;20937;20717;-441;-21.3;;0.65;185;379;-194;13.9;18.3;-9.4;67.6;21.7;16.5;702;949;-247;-253;2;4;-119.2;-122.1;1.0;1.9;4053;9911;6973;10713;10224;19.5;47.6;33.0;51.1;48.9;1103;409;694;5341;1527;28.6;53101;2.9;43354.8;2.4;81.6;4122;190;128;79.0;3.8;0.0;0.0;
МР Пинежский;2021;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;20111.33;18583;20496;20221;-550;-27.2;0.58;0.63;209;490;-281;13.9;24.2;-13.9;82.9;25.8;21.4;915;1184;-269;-233;-37;1;-133.0;-115.2;-18.3;0.5;4010;9790;6696;10472;10024;19.6;48.0;32.3;51.1;48.9;1082;409;673;5583;1541;27.6;61105;3.0;46529.0;2.3;76.1;5909;279;184;73.0;3.6;0.0;0.0;
МР Пинежский;2022;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11648000;32116;;;19946;;;;;;;;;;;;;;;;;;;;;;;;;3935;9633;6378;10184;9762;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;1939;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;23503;;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;1959;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;49424;;;;;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;1970;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;38241;;;;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;1979;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;31320;;;;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;1989;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;33130;;;;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;2002;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;30333;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;2010;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;9838.71;26327;26327;26298;-59;-2.2;0.57;0.57;388;440;-52;14.7;16.7;-2.0;;;;314;636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Приморский;2011;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;10505.85;;26268;26277;18;0.7;;0.57;366;410;-44;14.7;15.6;-1.7;;;;;;;;;;;;;;4398;16327;5543;12533;13735;16.9;61.6;21.5;47.9;52.1;624;275;349;;;;;;;;;;;;;;;;
МР Приморский;2012;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;11061.89;;26286;26225;-123;-4.7;;0.57;360;352;8;14.7;13.4;0.3;57.3;14.3;14.4;1384;1515;-131;132;-274;11;-50.0;50.3;-104.5;4.2;4496;16030;5760;12649;13637;17.3;60.3;22.4;48.2;51.8;659;287;371;;;;;;;;;4904;187;106;;;;;
МР Приморский;2013;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;12128.26;;26163;26109;-108;-4.1;;0.57;346;337;9;14.7;12.9;0.3;59.7;15.3;13.3;1273;1390;-117;120;-241;4;-44.8;46.0;-92.3;1.5;4594;15592;5977;12624;13539;18.0;58.1;23.9;48.3;51.7;720;309;410;7521;1425;18.9;32743;2.7;24233.2;2.0;74.0;5816;221;126;;;0.0;0.0;
МР Приморский;2014;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;13213.71;;26055;26004;-103;-4.0;;0.56;361;330;31;14.7;12.7;1.2;67.5;18.3;12.6;1190;1324;-134;-13;-129;8;-51.5;-5.0;-49.6;3.1;4797;14772;6486;12615;13440;18.7;55.7;25.6;48.5;51.5;796;336;460;7083;1288;18.2;35382;2.7;24651.7;1.9;69.7;8088;308;175;;;0.0;0.0;
МР Приморский;2015;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;14639.54;;25952;25870;-165;-6.4;;0.56;345;348;-3;14.7;13.5;-0.1;68.3;19.1;13.1;1223;1385;-162;-27;-136;1;-62.6;-10.4;-52.6;0.4;4928;14182;6842;12600;13352;19.3;53.7;27.0;48.6;51.4;861;358;503;6589;1266;19.2;38397;2.6;25756.8;1.8;67.1;10036;384;218;;;0.0;0.0;
МР Приморский;2016;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;15670.66;;25787;25713;-148;-5.8;;0.56;315;335;-20;14.7;13.0;-0.8;65.7;19.0;12.3;1268;1396;-128;10;-137;-1;-49.8;3.9;-53.3;-0.4;5034;13614;7139;12548;13239;19.6;52.1;28.3;48.6;51.4;920;377;543;6631;1245;18.8;39959;2.5;26980.7;1.7;67.5;10832;417;235;;;0.0;0.0;
МР Приморский;2017;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;16183.51;;25639;25542;-194;-7.6;;0.55;286;340;-54;14.7;13.3;-2.1;62.5;18.7;12.3;1308;1448;-140;55;-194;-1;-54.8;21.5;-76.0;-0.4;5061;13166;7412;12467;13172;19.9;50.9;29.3;48.7;51.3;966;391;576;6655;1251;18.8;47273;2.9;30161.8;1.9;63.8;20344;786;441;;;0.0;0.0;
МР Приморский;2018;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;16788.63;;25445;25273;-345;-13.7;;0.55;269;335;-66;14.7;13.3;-2.6;61.4;19.0;12.0;1077;1356;-279;-108;-171;0;-110.4;-42.7;-67.7;0.0;5085;12813;7547;12410;13035;20.0;49.8;30.3;48.8;51.2;1010;401;609;6942;1253;18.0;54703;3.3;33683.0;2.0;61.6;24346;947;528;;;0.0;0.0;
МР Приморский;2019;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;17442.2;;25100;25097;-7;-0.3;;0.54;248;347;-99;14.7;13.8;-3.9;58.4;18.7;12.2;1354;1262;92;185;-112;19;36.7;73.7;-44.6;7.6;5006;12335;7759;12234;12866;19.8;48.9;31.3;48.7;51.3;1047;405;642;7476;1205;16.1;60269;3.5;37164.0;2.1;61.7;27807;1089;603;;;0.0;0.0;
МР Приморский;2020;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;18420.65;;25093;25132;78;3.1;;0.54;242;387;-145;14.7;15.4;-5.8;58.3;18.9;13.3;1115;890;225;322;-96;-1;89.5;128.1;-38.2;-0.4;4934;12187;7972;12218;12875;19.6;48.9;31.5;48.7;51.3;1046;402;644;6912;1216;17.6;63770;3.5;39458.3;2.1;61.9;18385;728;399;0.0;0.0;0.0;0.0;
